00100010000001057195682109日本堤                                                    000008464
00100010000001068921669466小入                                                     000006241
00100010000001076613311794日光                                                     000001773
00100010000001081751214121月島                                                     000002621
00100010000001099615649286権現堂                                                    000003389
00100010000001102384302888所野                                                     000005454
00100010000001114406594356戸島                                                     000002995
00100010000001126781643679箪笥町                                                    000003679
00100010000001132122995294池之端                                                    000000922
00100010000001142383512718三筋                                                     000005684
00100010000001152766031879入谷                                                     000005562
00100010000001162602898153竜泉                                                     000002151
00100010000001178625201033明石町                                                    000005145
00100010000001187547082288無栗屋                                                    000002771
00100010000001197123038853大中                                                     000005226
00100010000001202834206949港南                                                     000000169
00100010000001212340629436猿楽町                                                    000009420
00100010000001222290707780戸塚町                                                    000003618
00100010000001231355609622丸の内                                                    000008194
00100010000001246937992083西浅草                                                    000008026
00100010000001259421533267橋場                                                     000005417
00100010000001266015271266虎ノ門虎ノ門ヒルズ森タワー                                          000001628
00100010000001278773407560手岡                                                     000002938
00100010000001283299373550芝公園                                                    000007894
00100010000001296545036525入谷                                                     000002508
00100010000001306634154102平河町                                                    000007851
00100010000001315029878244西小来川                                                   000008355
00100010000001327790547955松が谷                                                    000007207
00100010000001337229938412木立                                                     000007167
00100010000001346320125805羽折町                                                    000001974
00100010000001351862974768東大和町                                                   000006589
00100010000001368606110175浅草橋                                                    000001973
00100010000001371481338221渡辺                                                     000009768
00100010000001385927683358上野桜木                                                   000005600
00100010000001396875148515羽折町                                                    000007755
00100010000001407982901126日本堤                                                    000009043
00100010000001414478308505下宇和田                                                   000007815
00100010000001423049652163松浦町                                                    000002547
00100010000001439732438426睦                                                      000004627
00100010000001447185722948浅草橋                                                    000002047
00100010000001453387297751柿木沢                                                    000008555
00100010000001465735622072麹町                                                     000000424
00100010000001471181745624元浅草                                                    000004024
00100010000001483260321529四番町                                                    000006757
00100010000001491825653524柿木沢                                                    000005895
00100010000001503438151818千塚                                                     000004153
00100010000001514864005332独鈷沢                                                    000005623
00100010000001524491643168二つ室                                                    000005605
00100010000001538788571636幸手                                                     000007472
00100010000001545969254542下吉羽                                                    000007927
00100010000001559981591961外国府間                                                   000000897
00100010000001566649398069千束                                                     000003690
00100010000001579919457275北上野                                                    000001401
00100010000001589337496485前弥六南町                                                  000002039
00100010000001594374022564木立                                                     000005584
00100010000001605975248959箭坪                                                     000009504
00100010000001615564264180細野                                                     000004407
00100010000001622490160700細野                                                     000001654
00100010000001638097852523白金                                                     000001201
00100010000001645119257009戸塚町                                                    000008146
00100010000001655016673694元浅草                                                    000005458
00100010000001669772868588六番町                                                    000004655
00100010000001673058745586氏家新田                                                   000002883
00100010000001687907327033日比谷公園                                                  000004877
00100010000001693007171721戸山                                                     000000598
00100010000001709146317103白金                                                     000005914
00100010000001716138644456中川崎                                                    000007628
00100010000001723457953548京橋                                                     000002018
00100010000001736180384109白金台                                                    000002288
00100010000001748225128762松が谷                                                    000003726
00100010000001753989688670横林                                                     000001057
00100010000001763657853622三ノ輪                                                    000007626
00100010000001779540992295中川崎                                                    000000724
00100010000001784321797610元浅草                                                    000005134
00100010000001791651762240平河町                                                    000008424
00100010000001801083161533柿木沢                                                    000002157
00100010000001819665689118下宇和田                                                   000005106
00100010000001824883205461外国府間                                                   000006764
00100010000001834510978932脚折                                                     000008291
00100010000001842509464391西神田                                                    000001165
00100010000001851568127677西小来川                                                   000007456
00100010000001862061283650山中新田                                                   000004546
00100010000001874672511079長間                                                     000009729
00100010000001882073661995平河町                                                    000002102
00100010000001895718873537秋葉原                                                    000009468
00100010000001901180240248元浅草                                                    000008919
00100010000001916259196970明石町                                                    000008760
00100010000001924123572281二つ室                                                    000001670
00100010000001932988809263中小来川                                                   000005271
00100010000001946860486753無栗屋                                                    000005641
00100010000001953564230353土呂部                                                    000002924
00100010000001962772708204松浦町                                                    000006906
00100010000001978829520347木立                                                     000004754
00100010000001989750645302白金台                                                    000003684
00100010000001994484164906氏家                                                     000000121
00100010000002001702196347虎ノ門                                                    000000968
00100010000002015655183611中宮祠                                                    000009563
00100010000002023600910155橋場                                                     000007358
00100010000002033850893485丸の内                                                    000005101
00100010000002046923170423花川戸                                                    000007210
00100010000002054549716398大京町                                                    000004960
00100010000002063052934632美原町                                                    000001188
00100010000002074643249489高輪                                                     000007316
00100010000002085631468374中川崎                                                    000008510
00100010000002096891518151中宮祠                                                    000006151
00100010000002107535323434四番町                                                    000002654
00100010000002115331425331外国府間                                                   000003454
00100010000002124752014171中鉢石町                                                   000005559
00100010000002136456301860柿木沢新田                                                  000005062
00100010000002149671316383東神田                                                    000001339
00100010000002153594428071富久町                                                    000001888
00100010000002165881962722三ノ輪                                                    000001831
00100010000002172311375770一ツ橋                                                    000009601
00100010000002184817273268独鈷沢                                                    000003976
00100010000002191480713535上広谷                                                    000007901
00100010000002206854134152勝どき                                                    000004807
00100010000002218158643710秋葉原                                                    000006633
00100010000002226060188749虎ノ門虎ノ門ヒルズ森タワー                                          000002745
00100010000002236623945779芝浦                                                     000007673
00100010000002244805819209日比谷公園                                                  000004954
00100010000002258491676049独鈷沢                                                    000004411
00100010000002267371183137松浦町                                                    000005620
00100010000002271676010298筑土八幡町                                                  000008363
00100010000002282642166328上野桜木                                                   000009199
00100010000002292347359452芝浦                                                     000001826
00100010000002306321323458平須賀                                                    000001225
00100010000002314296375581東神田                                                    000005549
00100010000002327485518864大中                                                     000003561
00100010000002337908738794白金台                                                    000008168
00100010000002349993884654長間                                                     000000390
00100010000002359594347496幸手                                                     000001783
00100010000002368173191568台場                                                     000005531
00100010000002378394151748北青山                                                    000005783
00100010000002386444207920大京町                                                    000005656
00100010000002395212549509中小来川                                                   000002062
00100010000002403174506675細野                                                     000009869
00100010000002411082581065雷門                                                     000008074
00100010000002427653492720六番町                                                    000009298
00100010000002435300776970油井                                                     000007419
00100010000002442340258079東浅草                                                    000003550
00100010000002453363054127麹町                                                     000002359
00100010000002468470394809小入                                                     000003209
00100010000002475259711372天神島                                                    000008633
00100010000002486696079698花島                                                     000009187
00100010000002496649871433勝どき                                                    000009335
00100010000002505087103310日比谷公園                                                  000006550
00100010000002517296484502勝どき                                                    000005291
00100010000002524235260558芝公園                                                    000001308
00100010000002532915158469千束                                                     000007489
00100010000002545540823263芝大門                                                    000004561
00100010000002553213351093筑土八幡町                                                  000002166
00100010000002567484813847松が谷                                                    000007542
00100010000002572698368437藤金                                                     000004698
00100010000002589180329230雷門                                                     000001680
00100010000002593858091598高田馬場                                                   000008887
00100010000002601543046127一ツ橋                                                    000009618
00100010000002619653322193四区町                                                    000005084
00100010000002627370751615細野                                                     000004421
00100010000002637136317931中川崎                                                    000009778
00100010000002645528631960油井                                                     000002517
00100010000002651506697389雷門                                                     000009705
00100010000002666536213694東神田                                                    000002777
00100010000002676642628569長間                                                     000005457
00100010000002685012402569東三島                                                    000001828
00100010000002698752903898独鈷沢                                                    000008418
00100010000002703610376541丸の内                                                    000001431
00100010000002716978535226所野                                                     000006820
00100010000002729383108049千塚                                                     000003101
00100010000002731651714831浅草橋                                                    000003870
00100010000002745477132134天神島                                                    000005987
00100010000002755227973161柿木沢                                                    000000843
00100010000002767376314922轟                                                      000002054
00100010000002777654697368台東                                                     000007317
00100010000002782465764186小入                                                     000008203
00100010000002795339098486幸手                                                     000000942
00100010000002807066684591柿木沢新田                                                  000006597
00100010000002818994974454橋場                                                     000003028
00100010000002823881260214平須賀                                                    000009777
00100010000002835263390099東上野                                                    000006201
00100010000002847670490143筑土八幡町                                                  000003987
00100010000002855319795552白金台                                                    000000735
00100010000002865908640315幸手                                                     000000082
00100010000002876437491280池之端                                                    000005698
00100010000002885401403440中川崎                                                    000005232
00100010000002892789200165土沢                                                     000001094
00100010000002907979041594竜泉                                                     000001355
00100010000002913247483036二つ室                                                    000007392
00100010000002925771425935松浦町                                                    000006908
00100010000002931427194402戸山                                                     000009265
00100010000002944058149394橋場                                                     000001875
00100010000002953580218649東大和町                                                   000007717
00100010000002965164092674北上野                                                    000001905
00100010000002979976061557渡辺                                                     000005794
00100010000002986660531740東和町                                                    000008403
00100010000002998044831587隼町                                                     000007738
00100010000003003967774735西小来川                                                   000000917
00100010000003017384732404吾妻橋                                                    000007859
00100010000003029426471900東神田                                                    000000999
00100010000003035714417141港南                                                     000008067
00100010000003041057718549豊町                                                     000006380
00100010000003057657717854油井                                                     000004865
00100010000003064983807753小入                                                     000000594
00100010000003077305995520明石町                                                    000009142
00100010000003082245499744藤金                                                     000004384
00100010000003094810575928西関宿                                                    000008722
00100010000003104935909881油井                                                     000000963
00100010000003119171575189西神田                                                    000006400
00100010000003122589475535神明内                                                    000008070
00100010000003133650021498渡辺                                                     000009586
00100010000003145336805112九段南                                                    000002781
00100010000003159863362753丸の内ＪＰタワー                                               000000848
00100010000003163627381018細野                                                     000002197
00100010000003176270586110豊町                                                     000002372
00100010000003182454333009筑土八幡町                                                  000009346
00100010000003194305739205津久戸町                                                   000004776
00100010000003203784899044湯宮                                                     000004400
00100010000003215004171094大中                                                     000003962
00100010000003225505806781百村                                                     000000678
00100010000003234756047111月島                                                     000008498
00100010000003248911651047中小来川                                                   000000228
00100010000003253608702533中三依                                                    000005450
00100010000003266696389766氏家新田                                                   000005410
00100010000003274402171406外国府間                                                   000005914
00100010000003282001234239西川                                                     000007849
00100010000003295342842042九段南                                                    000003839
00100010000003302576956157月島                                                     000003836
00100010000003316825396925前弥六南町                                                  000002155
00100010000003322829983466細野                                                     000000041
00100010000003335084279414中鉢石町                                                   000003675
00100010000003343487739887松石                                                     000001292
00100010000003358124973404平須賀                                                    000007571
00100010000003369550038929日比谷公園                                                  000003804
00100010000003379647877491芝浦                                                     000008963
00100010000003383268626486東大和町                                                   000004599
00100010000003391251122765日光                                                     000004202
00100010000003406182795362花島                                                     000001315
00100010000003413962076579鳥越                                                     000006365
00100010000003422827558524鍛冶ケ沢                                                   000004891
00100010000003435383409626独鈷沢                                                    000002604
00100010000003444713368069上野公園                                                   000005250
00100010000003451787122053西関宿                                                    000009443
00100010000003464990672051豊町                                                     000006241
00100010000003471091710445東三島                                                    000001388
00100010000003483658383849今戸                                                     000001294
00100010000003499785190797芝公園                                                    000003330
00100010000003504500178703東浅草                                                    000005590
00100010000003517319715285長間                                                     000006716
00100010000003527760231322戸塚町                                                    000006626
00100010000003531693581263氏家新田                                                   000000899
00100010000003542800797596下宇和田                                                   000007472
00100010000003552320665231京橋                                                     000008057
00100010000003562638101084北上野                                                    000008603
00100010000003572128914943横林                                                     000000228
00100010000003585058500567入谷                                                     000007583
00100010000003598647850404小入                                                     000007970
00100010000003603361519507土呂部                                                    000004491
00100010000003619241302340独鈷沢                                                    000007721
00100010000003629804935343三ノ輪                                                    000000340
00100010000003636004947129箭坪                                                     000007014
00100010000003642091435016下吉羽                                                    000000371
00100010000003658125140040柿木沢                                                    000004957
00100010000003665967496779平須賀                                                    000007817
00100010000003678212259463湯宮                                                     000008041
00100010000003685820928967神明内                                                    000002105
00100010000003697898566597長間                                                     000001223
00100010000003708258386053日本堤                                                    000007194
00100010000003713194762307脚折町                                                    000004509
00100010000003723253132537中宮祠                                                    000007907
00100010000003733313757627富久町                                                    000008320
00100010000003742065111762轟                                                      000001655
00100010000003753749596966西神田                                                    000005058
00100010000003765823957989藤金                                                     000009513
00100010000003779711454300脚折町                                                    000001244
00100010000003781864861764津久戸町                                                   000000380
00100010000003791032513140虎ノ門                                                    000006127
00100010000003803655274915大京町                                                    000002649
00100010000003819594901648無栗屋                                                    000006047
00100010000003822978167226東神田                                                    000007676
00100010000003832750639005皇居外苑                                                   000009210
00100010000003842292206481四区町                                                    000001268
00100010000003853731947757芝浦                                                     000007979
00100010000003865191486793花島                                                     000006618
00100010000003871966923968独鈷沢                                                    000009170
00100010000003884020919242勝どき                                                    000004547
00100010000003898516869484白金                                                     000006461
00100010000003905441172812南赤田                                                    000001430
00100010000003916446396864前弥六南町                                                  000009870
00100010000003924054721589吾妻橋                                                    000005852
00100010000003936156597951芝大門                                                    000006593
00100010000003942894111216中小来川                                                   000000275
00100010000003953710702311柿木沢                                                    000006446
00100010000003963659274457日比谷公園                                                  000001231
00100010000003973140254637白金                                                     000004185
00100010000003981738217904土沢                                                     000000497
00100010000003995688664044手岡                                                     000005864
00100010000004009655752103脚折町                                                    000002379
00100010000004013544180185雷門                                                     000008818
00100010000004028853724737京橋                                                     000006484
00100010000004039740885270押上                                                     000009313
00100010000004047809084934芝浦                                                     000000014
00100010000004058383787241虎ノ門                                                    000005382
00100010000004064341674288花川戸                                                    000004544
00100010000004078673171986幸手                                                     000004408
00100010000004089724869866明石町                                                    000007311
00100010000004097333293488丸の内ＪＰタワー                                               000002861
00100010000004108233714402細野                                                     000007310
00100010000004112818060983西神田                                                    000006948
00100010000004122880446863細竹                                                     000005785
00100010000004133565814310猿楽町                                                    000007449
00100010000004142403152249東大和町                                                   000004911
00100010000004151860870095天神島                                                    000000065
00100010000004164693026806西小来川                                                   000005868
00100010000004178157444218西川                                                     000005662
00100010000004189369649518池之端                                                    000004988
00100010000004197683383903脚折町                                                    000008844
00100010000004202696505807太田ヶ谷                                                   000003651
00100010000004213251805990西川                                                     000004943
00100010000004225572890912丸の内ＪＰタワー                                               000008196
00100010000004231864723112東和町                                                    000007670
00100010000004247641722755千束                                                     000002418
00100010000004259029479067麹町                                                     000000341
00100010000004265995104942脚折                                                     000002926
00100010000004273933505446勝どき                                                    000008131
00100010000004289270741703千束                                                     000002442
00100010000004297129513755睦                                                      000000729
00100010000004304934389508浅草橋                                                    000004066
00100010000004318861958111蔵前                                                     000003665
00100010000004324255036171丹勢                                                     000000200
00100010000004336545784112油井                                                     000008939
00100010000004345702976678幸手                                                     000006727
00100010000004359992489546大京町                                                    000002167
00100010000004364788782587一ツ橋                                                    000006971
00100010000004376494372649上吉羽                                                    000007730
00100010000004389418740924北上野                                                    000006656
00100010000004398502358569麹町                                                     000009179
00100010000004401410320555二つ室                                                    000005187
00100010000004411679169845橋場                                                     000006185
00100010000004428077354838東上野                                                    000000936
00100010000004438188661326羽折町                                                    000003606
00100010000004448338444978上吉羽                                                    000001428
00100010000004455067414159権現堂                                                    000003563
00100010000004469521632100花島                                                     000005138
00100010000004473744633486渡辺                                                     000009368
00100010000004483772200999今戸                                                     000006573
00100010000004491086799159日本堤                                                    000008819
00100010000004507956895015幸手                                                     000009045
00100010000004519555370814上広谷                                                    000000181
00100010000004525952270912外神田                                                    000009588
00100010000004532346950333三ノ輪                                                    000008303
00100010000004549224450021大中                                                     000004518
00100010000004556558178573浅草                                                     000003621
00100010000004561708177111上吉羽                                                    000004913
00100010000004571487524353西関宿                                                    000001990
00100010000004586491169461蔵前                                                     000007165
00100010000004597434782615下吉羽                                                    000009820
00100010000004601926554050月島                                                     000009348
00100010000004615673696515油井                                                     000009245
00100010000004621518375131白金                                                     000005216
00100010000004634189988268松浦町                                                    000008160
00100010000004644640002236明石町                                                    000000742
00100010000004655691627048四区町                                                    000009873
